"https://img.indiabookstore.net/9781604500363_medium_0e6544cf4.jpg","How to Speak and Write Correctly: Joseph Devlin\'s Classic Text - Laminated Hardcover"," Joseph Devlin","""The classic text on how to speak and write English 'correctly.' *** ""In the preparation of this little work the writer has kept one end in view, viz.: To make it serviceable for those for whom it is intended, that is, for those who have neither the time nor the opportunity, the learning nor the inclination, to peruse elaborate and abstruse treatises on Rhetoric, Grammar, and Composition. To them such works are as gold enclosed in chests of steel and locked beyond power of opening. This book has no pretension about it whatever, -it is neither a Manual of Rhetoric, expatiating on the dogmas of style, nor a Grammar full of arbitrary rules and exceptions. It is merely an effort to help ordinary, everyday people to express themselves in ordinary, everyday language, in a proper manner.""""","Grammar","9781604500363"
"https://img.indiabookstore.net/9781571104120_medium_e65528eb1.jpg","Mechanically Inclined: Building Grammar, Usage, and Style into Writer's Workshop"," Jeff Anderson","""Some teachers love grammar and some hate it, but nearly all struggle to find ways of making the mechanics of English meaningful to kids. As a middle school teacher, Jeff Anderson also discovered that his students were not grasping the basics, and that it was preventing them from reaching their potential as writers. Jeff readily admits, I am not a grammarian, nor am I punctilious about anything, so he began researching and testing the ideas of scores of grammar experts in his classroom, gradually finding successful ways of integrating grammar instruction into writer's workshop.Mechanically Inclined is the culmination of years of experimentation that merges the best of writer's workshop elements with relevant theory about how and why skills should be taught. It connects theory about using grammar in context with practical instructional strategies, explains why kids often don't understand or apply grammar and mechanics correctly, focuses on attending to the high payoff, or most common errors in student writing, and shows how to carefully construct a workshop environment that can best support grammar and mechanics concepts. Jeff emphasizes four key elements in his teaching: short daily instruction in grammar and mechanics within writer's workshop;using high-quality mentor texts to teach grammar and mechanics in context;visual scaffolds, including wall charts, and visual cues that can be pasted into writer's notebooks;regular, short routines, like express-lane edits, that help students spot and correct errors automatically.Comprising an overview of the research-based context for grammar instruction, a series of over thirty detailed lessons, and an appendix of helpful forms and instructional tools, Mechanically Inclined is a boon to teachers regardless of their level of grammar-phobia. It shifts the negative, rule-plagued emphasis of much grammar instruction into one which celebrates the power and beauty these tools have in shaping all forms of writing.""""","Grammar","9781571104120"
"https://img.indiabookstore.net/9780789321015_medium_010d2283e.jpg","Eats, Shoots & Leaves: Ther Zero Tolerance Approach to Punctuation: 2011 Day-to-Day Calendar (English)"," Lynne Truss","""Eats, Shoots & Leaves 2011 Calendar""","Grammar","9780789321015"
"https://img.indiabookstore.net/9780307591074_medium_4a420d4ac.jpg","The Great Typo Hunt: Two Friends Changing the World, One Correction at a Time"," Jeff Deck Benjamin D. Herson","""The signs of the times are missing apostrophes.The world needed a hero, but how would an editor with no off-switch answer the call? For Jeff Deck, the writing was literally on the wall: NO TRESSPASSING. In that moment, his greater purpose became clear. Dark hordes of typos had descended upon civilization and only he could wield the marker to defeat them.Recruiting his friend Benjamin and other valiant companions, he created the Typo Eradication Advancement League (TEAL). Armed with markers, chalk, and correction fluid, they circumnavigated America, righting the glaring errors displayed in grocery stores, museums, malls, restaurants, mini-golf courses, beaches, and even a national park. Jeff and Benjamin championed the cause of clear communication, blogging about their adventures transforming horor into horror, its into its, and coconunut into coconut.But at the Grand Canyon, they took one correction too far: fixing the bad grammar in a fake Native American watchtower. The government charged them with defacing federal property and summoned them to courtwith a typo-ridden complaint that claimed that they had violated criminal statues. Now the press turned these paragons of punctuation into grammar vigilantes, airing errors about their errant errand..The radiant dream of TEAL would not fade, though. Beneath all those misspelled words and mislaid apostrophes, Jeff and Benjamin unearthed deeper dilemmas about education, race, history, and how we communicate. Ultimately their typo-hunting journey tells a larger story not just of proper punctuation but of the power of language and literacyand the importance of always taking a second look.""","Grammar","9780307591074"
"https://img.indiabookstore.net/9780194311861_medium_a2e2acbc4.jpg","Practical English Usage"," Michael Swan","""Over 600 concise articles, arranged in alphabetical order, which explain and illustrate points of grammar, usage, vocabulary, idiom, style, and pronunciation. For this new edition, the whole book has been thoroughly revised and, in places, reorganized and rewritten.""","Grammar","9780194311861"
"https://img.indiabookstore.net/9780325011394_medium_97a5d3a81.jpg","The English Teacher's Companion, Third Edition: A Complete Guide to Classroom, Curriculum, and the Profession (English)"," Jim Burke"," For a decade and over two editions, the specific, practical, and experience-honed advice of The English Teacher's Companion has supported great teaching and cemented Jim Burke's reputation as a teacher's teacher. Now the third edition brings the book fully up to date, making it not only a useful resource, but an essential part of any English teacher's library.  The third edition of The English Teacher's Companion again delivers vital information on the teaching of English, including foundational advice for teaching literature; nurturing reading, writing, and thinking skills; and organizing for success. But it also responds to needs that Jim has heard in speaking engagements and professional development workshops across the country. Teachers and teacher educators asked for:  the latest research on literacy  more information about national standards ways to consider gender in instruction advice for teaching Advanced Placement classes ideas for teaching media literacy and incorporating technology effectively into instruction  even more resources for mentoring new teachers analysis of how trends in society, culture, and politics impact teachers and their classrooms.   And Jim delivers.   He has revamped his introductory chapters on literacy learning to include up-to-the-minute thinking from the field, and he has incorporated lists of key standards and helpful suggestions for reaching them. His practical strategies turn recent findings on literacy and gender into well-designed, research-based instruction, and his ideas help you meet the very different needs of AP students by understanding their goals and providing them with appropriate challenges. Best of all, new teachers will find a wealth of the latest information for getting a teaching job, using the Internet to locate helpful resources, negotiating the impact of politics and culture in the workplace, and helpful thoughts on the reciprocal nature of mentoring and being mentored. There's even a companion website (books.heinemann.com/englishteacherscompanion) with still more to support your success and your students'.  The world of English teaching changes every day, and The English Teacher's Companion has changed with it. Read the third edition, and find out why it continues to make a powerful and lasting impact on English teachers everywhere.","Grammar","9780325011394"
"https://img.indiabookstore.net/9789352530144_medium_034f213cf.jpg","High School English Grammar and Composition Book (Regular Edition)"," D,V,Prasada,Rao N","""Wren and Martins High School English Grammar & Composition is one of the most popular and widely used reference books on English Grammar. It not only helps the students to use the language, but also gives detailed information about the language. High School English Grammar & Composition provides ample guidance and practice in sentence building, correct usage, comprehension, composition and other allied areas so as to equip the learners with the ability to communicate effectively in English. The regular edition is now available in a larger format making it more user-friendly and attractive. The multicolour edition is now available in a larger format, with vibrant and child-friendly illustrations. The Self-practice book has been especially designed to cater to the demands of the users. Writing space has been provided to work out the answers in an organized manner. The Self-practice book may be used with both the multicolour and regular editions. The key has been designed to provide users with a reliable and practical tool in the form of correct answers to the exercises in the book.""","Grammar","9789352530144"
"https://img.indiabookstore.net/9789352530151_medium_1e4414489.jpg","Key to Wren & Martin Regular & Multicolour Edition of High School English Grammar & Composition PB....Wren, Martin's"," D,V,Prasada,Rao N","""Wren and Martins High School English Grammar & Composition is one of the most popular and widely used reference books on English Grammar. It not only helps the students to use the language, but also gives detailed information about the language. High School English Grammar & Composition provides ample guidance and practice in sentence building, correct usage, comprehension, composition and other allied areas so as to equip the learners with the ability to communicate effectively in English. The regular edition is now available in a larger format making it more user-friendly and attractive. The multicolour edition is now available in a larger format, with vibrant and child-friendly illustrations. The Self-practice book has been especially designed to cater to the demands of the users. Writing space has been provided to work out the answers in an organized manner. The Self-practice book may be used with both the multicolour and regular editions. The key has been designed to provide users with a reliable and practical tool in the form of correct answers to the exercises in the book.""","Grammar","9789352530151"
"https://img.indiabookstore.net/9780006387466_medium_55c737adc.jpg","The King\'s English: A Guide to Modern Usage (English)"," Kingsley Amis","""Posthumously published, the great mans trenchant, provocative and authoritative guide to the use and abuse of the English language.Sir Kingsley Amis, who died in 1995, occupied a unique position in the world of English letters: elder statesman, former angry young man, latter-day curmudgeon and, above all, comic novelist of genius. In all his work, and throughout his life, the use and abuse of the English language was one of his principal concerns. The Kings English pungently, entertainingly and concisely conveys his love and knowledge of the subject to new generations of readers and writers.Here can be found all those linguistic pitfalls (crescendo, disinterested, enormity) which lie in wait for the ignorant or the careless. And if youve ever wondered whether its acceptable to start a sentence with and, or what you risk revealing about yourself by your pronunciation of liqueur, or whether or not to cross your 7s in the French style, Amis has the answer.By turns reflective, acerbic, combative and controversial, The Kings English will find a place on the shelves of anyone who values the English language and cares about the way in which it is used.""","Grammar","9780006387466"
"https://img.indiabookstore.net/9780812097818_medium_3339a581a.jpg","Painless Grammar (Barron's Painless Series)"," Rebecca S. Elliott,Laurie Hamilton,(Illustrator)","""Healthy portions of humor and down-to-earth examples make Painless Grammar a book that will appeal to adolescents. While they learn about making verbs and subjects agree, readers can find out about some of the wackier words in the English language and see how they are often misused. A final chapter gives basic instructions for editing.""","Grammar","9780812097818"
"https://img.indiabookstore.net/9780671693237_medium_4dba64c55.jpg","CRAZY ENGLISH"," Richard Lederer","""Explores the intricacies and idiocies of the English language, presenting palindromes, phobias, quizzes, riddles, and other language challenges.""","Grammar","9780671693237"
